City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,,
Delhi,26/12/18,384,211.2,414.72,318.72,437.76,4.03,364.8,,
Delhi,27/12/18,399,219.45,430.92,331.17,454.86,4.19,379.05,,
Delhi,28/12/18,392,215.6,423.36,325.36,446.88,4.12,372.4,,
Delhi,29/12/18,385,211.75,415.8,319.55,438.9,4.04,365.75,,
Delhi,30/12/18,415,228.25,448.2,344.45,473.1,4.36,394.25,,
Delhi,31/12/18,420,231,453.6,348.6,478.8,4.41,399,,
Delhi,01/01/19,393,216.15,424.44,326.19,448.02,4.13,373.35,,
Delhi,02/01/19,430,236.5,464.4,356.9,490.2,4.52,408.5,,
Delhi,03/01/19,444,244.2,479.52,368.52,506.16,4.66,421.8,,
Delhi,04/01/19,386,212.3,416.88,320.38,440.04,4.05,366.7,,
Delhi,05/01/19,407,223.85,439.56,337.81,463.98,4.27,386.65,,
Delhi,06/01/19,336,184.8,362.88,278.88,383.04,3.53,319.2,,
Delhi,07/01/19,333,183.15,359.64,276.39,379.62,3.5,316.35,,
Delhi,08/01/19,320,176,345.6,265.6,364.8,3.36,304,,
Delhi,09/01/19,288,158.4,311.04,239.04,328.32,3.02,273.6,,
Delhi,10/01/19,292,160.6,315.36,242.36,332.88,3.07,277.4,,
Delhi,11/01/19,371,204.05,400.68,307.93,422.94,3.9,352.45,,
Delhi,12/01/19,423,232.65,456.84,351.09,482.22,4.44,401.85,,
Delhi,13/01/19,414,227.7,447.12,343.62,471.96,4.35,393.3,,
Delhi,14/01/19,247,135.85,266.76,205.01,281.58,2.59,234.65,,
Delhi,15/01/19,237,130.35,255.96,196.71,270.18,2.49,225.15,,
Delhi,16/01/19,371,204.05,400.68,307.93,422.94,3.9,352.45,,
Delhi,17/01/19,440,242,475.2,365.2,501.6,4.62,418,,
Delhi,18/01/19,397,218.35,428.76,329.51,452.58,4.17,377.15,,
Delhi,19/01/19,378,207.9,408.24,313.74,430.92,3.97,359.1,,
Delhi,20/01/19,404,222.2,436.32,335.32,460.56,4.24,383.8,,
Delhi,21/01/19,346,190.3,373.68,287.18,394.44,3.63,328.7,,
Delhi,22/01/19,104,57.2,112.32,86.32,118.56,1.09,98.8,,
Delhi,23/01/19,212,116.6,228.96,175.96,241.68,2.23,201.4,,
Delhi,24/01/19,311,171.05,335.88,258.13,354.54,3.27,295.45,,
Delhi,25/01/19,151,83.05,163.08,125.33,172.14,1.59,143.45,,
Delhi,26/01/19,233,128.15,251.64,193.39,265.62,2.45,221.35,,
Delhi,27/01/19,262,144.1,282.96,217.46,298.68,2.75,248.9,,
Delhi,28/01/19,267,146.85,288.36,221.61,304.38,2.8,253.65,,
Delhi,29/01/19,276,151.8,298.08,229.08,314.64,2.9,262.2,,
Delhi,30/01/19,327,179.85,353.16,271.41,372.78,3.43,310.65,,
Delhi,31/01/19,359,197.45,387.72,297.97,409.26,3.77,341.05,,
Delhi,01/02/19,306,168.3,330.48,253.98,348.84,3.21,290.7,,
Delhi,02/02/19,332,182.6,358.56,275.56,378.48,3.49,315.4,,
Delhi,03/02/19,289,158.95,312.12,239.87,329.46,3.03,274.55,,
Delhi,04/02/19,288,158.4,311.04,239.04,328.32,3.02,273.6,,
Delhi,05/02/19,382,210.1,412.56,317.06,435.48,4.01,362.9,,
Delhi,06/02/19,352,193.6,380.16,292.16,401.28,3.7,334.4,,
Delhi,07/02/19,176,96.8,190.08,146.08,200.64,1.85,167.2,,
Delhi,08/02/19,144,79.2,155.52,119.52,164.16,1.51,136.8,,
Delhi,09/02/19,158,86.9,170.64,131.14,180.12,1.66,150.1,,
Delhi,10/02/19,276,151.8,298.08,229.08,314.64,2.9,262.2,,
Delhi,11/02/19,309,169.95,333.72,256.47,352.26,3.24,293.55,,
Delhi,12/02/19,342,188.1,369.36,283.86,389.88,3.59,324.9,,
Delhi,13/02/19,367,201.85,396.36,304.61,418.38,3.85,348.65,,
Delhi,14/02/19,340,187,367.2,282.2,387.6,3.57,323,,
Delhi,15/02/19,245,134.75,264.6,203.35,279.3,2.57,232.75,,
Delhi,16/02/19,276,151.8,298.08,229.08,314.64,2.9,262.2,,
Delhi,17/02/19,222,122.1,239.76,184.26,253.08,2.33,210.9,,
Delhi,18/02/19,255,140.25,275.4,211.65,290.7,2.68,242.25,,
Delhi,19/02/19,221,121.55,238.68,183.43,251.94,2.32,209.95,,
Delhi,20/02/19,271,149.05,292.68,224.93,308.94,2.85,257.45,,
Delhi,21/02/19,144,79.2,155.52,119.52,164.16,1.51,136.8,,
Delhi,22/02/19,186,102.3,200.88,154.38,212.04,1.95,176.7,,
Delhi,23/02/19,113,62.15,122.04,93.79,128.82,1.19,107.35,,
Delhi,24/02/19,190,104.5,205.2,157.7,216.6,2,180.5,,
Delhi,25/02/19,217,119.35,234.36,180.11,247.38,2.28,206.15,,
Delhi,26/02/19,116,63.8,125.28,96.28,132.24,1.22,110.2,,
Delhi,27/02/19,100,55,108,83,114,1.05,95,,
Delhi,28/02/19,170,93.5,183.6,141.1,193.8,1.79,161.5,,
Delhi,01/03/19,225,123.75,243,186.75,256.5,2.36,213.75,,
Delhi,02/03/19,217,119.35,234.36,180.11,247.38,2.28,206.15,,
Delhi,03/03/19,117,64.35,126.36,97.11,133.38,1.23,111.15,,
Delhi,04/03/19,234,128.7,252.72,194.22,266.76,2.46,222.3,,
Delhi,05/03/19,140,77,151.2,116.2,159.6,1.47,133,,
Delhi,06/03/19,186,102.3,200.88,154.38,212.04,1.95,176.7,,
Delhi,07/03/19,217,119.35,234.36,180.11,247.38,2.28,206.15,,
Delhi,08/03/19,197,108.35,212.76,163.51,224.58,2.07,187.15,,
Delhi,09/03/19,187,102.85,201.96,155.21,213.18,1.96,177.65,,
Delhi,10/03/19,160,88,172.8,132.8,182.4,1.68,152,,
Delhi,11/03/19,187,102.85,201.96,155.21,213.18,1.96,177.65,,
Delhi,12/03/19,134,73.7,144.72,111.22,152.76,1.41,127.3,,
Delhi,13/03/19,178,97.9,192.24,147.74,202.92,1.87,169.1,,
Delhi,14/03/19,266,146.3,287.28,220.78,303.24,2.79,252.7,,
Delhi,15/03/19,154,84.7,166.32,127.82,175.56,1.62,146.3,,
Delhi,16/03/19,139,76.45,150.12,115.37,158.46,1.46,132.05,,
Delhi,17/03/19,192,105.6,207.36,159.36,218.88,2.02,182.4,,
Delhi,18/03/19,196,107.8,211.68,162.68,223.44,2.06,186.2,,
Delhi,19/03/19,216,118.8,233.28,179.28,246.24,2.27,205.2,,
Delhi,20/03/19,208,114.4,224.64,172.64,237.12,2.18,197.6,,
Delhi,21/03/19,242,133.1,261.36,200.86,275.88,2.54,229.9,,
Delhi,22/03/19,114,62.7,123.12,94.62,129.96,1.2,108.3,,
Delhi,23/03/19,132,72.6,142.56,109.56,150.48,1.39,125.4,,
Delhi,24/03/19,121,66.55,130.68,100.43,137.94,1.27,114.95,,
Delhi,25/03/19,139,76.45,150.12,115.37,158.46,1.46,132.05,,
Delhi,26/03/19,159,87.45,171.72,131.97,181.26,1.67,151.05,,
Delhi,27/03/19,171,94.05,184.68,141.93,194.94,1.8,162.45,,
Delhi,28/03/19,234,128.7,252.72,194.22,266.76,2.46,222.3,,
Delhi,29/03/19,232,127.6,250.56,192.56,264.48,2.44,220.4,,
Delhi,30/03/19,233,128.15,251.64,193.39,265.62,2.45,221.35,,
Delhi,31/03/19,182,100.1,196.56,151.06,207.48,1.91,172.9,,
Delhi,01/04/19,151,83.05,163.08,125.33,172.14,1.59,143.45,,
Delhi,02/04/19,198,108.9,213.84,164.34,225.72,2.08,188.1,,
Delhi,03/04/19,187,102.85,201.96,155.21,213.18,1.96,177.65,,
Delhi,04/04/19,254,139.7,274.32,210.82,289.56,2.67,241.3,,
Delhi,05/04/19,264,145.2,285.12,219.12,300.96,2.77,250.8,,
Delhi,06/04/19,266,146.3,287.28,220.78,303.24,2.79,252.7,,
Delhi,07/04/19,302,166.1,326.16,250.66,344.28,3.17,286.9,,
Delhi,08/04/19,264,145.2,285.12,219.12,300.96,2.77,250.8,,
Delhi,09/04/19,204,112.2,220.32,169.32,232.56,2.14,193.8,,
Delhi,10/04/19,238,130.9,257.04,197.54,271.32,2.5,226.1,,
Delhi,11/04/19,183,100.65,197.64,151.89,208.62,1.92,173.85,,
Delhi,12/04/19,212,116.6,228.96,175.96,241.68,2.23,201.4,,
Delhi,13/04/19,170,93.5,183.6,141.1,193.8,1.79,161.5,,
Delhi,14/04/19,137,75.35,147.96,113.71,156.18,1.44,130.15,,
Delhi,15/04/19,168,92.4,181.44,139.44,191.52,1.76,159.6,,
Delhi,16/04/19,180,99,194.4,149.4,205.2,1.89,171,,
Delhi,17/04/19,84,46.2,90.72,69.72,95.76,0.88,79.8,,
Delhi,18/04/19,114,62.7,123.12,94.62,129.96,1.2,108.3,,
Delhi,19/04/19,157,86.35,169.56,130.31,178.98,1.65,149.15,,
Delhi,20/04/19,198,108.9,213.84,164.34,225.72,2.08,188.1,,
Delhi,21/04/19,203,111.65,219.24,168.49,231.42,2.13,192.85,,
Delhi,22/04/19,236,129.8,254.88,195.88,269.04,2.48,224.2,,
Delhi,23/04/19,247,135.85,266.76,205.01,281.58,2.59,234.65,,
Delhi,24/04/19,221,121.55,238.68,183.43,251.94,2.32,209.95,,
Delhi,25/04/19,251,138.05,271.08,208.33,286.14,2.64,238.45,,
Delhi,26/04/19,215,118.25,232.2,178.45,245.1,2.26,204.25,,
Delhi,27/04/19,256,140.8,276.48,212.48,291.84,2.69,243.2,,
Delhi,28/04/19,264,145.2,285.12,219.12,300.96,2.77,250.8,,
Delhi,29/04/19,248,136.4,267.84,205.84,282.72,2.6,235.6,,
Delhi,30/04/19,250,137.5,270,207.5,285,2.63,237.5,,
Delhi,01/05/19,295,162.25,318.6,244.85,336.3,3.1,280.25,,
Delhi,02/05/19,257,141.35,277.56,213.31,292.98,2.7,244.15,,
Delhi,03/05/19,183,100.65,197.64,151.89,208.62,1.92,173.85,,
Delhi,04/05/19,182,100.1,196.56,151.06,207.48,1.91,172.9,,
Delhi,05/05/19,227,124.85,245.16,188.41,258.78,2.38,215.65,,
Delhi,06/05/19,249,136.95,268.92,206.67,283.86,2.61,236.55,,
Delhi,07/05/19,294,161.7,317.52,244.02,335.16,3.09,279.3,,
Delhi,08/05/19,357,196.35,385.56,296.31,406.98,3.75,339.15,,
Delhi,09/05/19,347,190.85,374.76,288.01,395.58,3.64,329.65,,
Delhi,10/05/19,277,152.35,299.16,229.91,315.78,2.91,263.15,,
Delhi,11/05/19,251,138.05,271.08,208.33,286.14,2.64,238.45,,
Delhi,12/05/19,334,183.7,360.72,277.22,380.76,3.51,317.3,,
Delhi,13/05/19,322,177.1,347.76,267.26,367.08,3.38,305.9,,
Delhi,14/05/19,153,84.15,165.24,126.99,174.42,1.61,145.35,,
Delhi,15/05/19,186,102.3,200.88,154.38,212.04,1.95,176.7,,
Delhi,16/05/19,187,102.85,201.96,155.21,213.18,1.96,177.65,,
Delhi,17/05/19,265,145.75,286.2,219.95,302.1,2.78,251.75,,
Delhi,18/05/19,105,57.75,113.4,87.15,119.7,1.1,99.75,,
Delhi,19/05/19,185,101.75,199.8,153.55,210.9,1.94,175.75,,
Delhi,20/05/19,206,113.3,222.48,170.98,234.84,2.16,195.7,,
Delhi,21/05/19,190,104.5,205.2,157.7,216.6,2,180.5,,
Delhi,22/05/19,158,86.9,170.64,131.14,180.12,1.66,150.1,,
Delhi,23/05/19,223,122.65,240.84,185.09,254.22,2.34,211.85,,
Delhi,24/05/19,123,67.65,132.84,102.09,140.22,1.29,116.85,,
Delhi,25/05/19,121,66.55,130.68,100.43,137.94,1.27,114.95,,
Delhi,26/05/19,142,78.1,153.36,117.86,161.88,1.49,134.9,,
Delhi,27/05/19,160,88,172.8,132.8,182.4,1.68,152,,
Delhi,28/05/19,177,97.35,191.16,146.91,201.78,1.86,168.15,,
Delhi,29/05/19,185,101.75,199.8,153.55,210.9,1.94,175.75,,
Delhi,30/05/19,218,119.9,235.44,180.94,248.52,2.29,207.1,,
Delhi,31/05/19,280,154,302.4,232.4,319.2,2.94,266,,
Delhi,01/06/19,264,145.2,285.12,219.12,300.96,2.77,250.8,,
Delhi,02/06/19,201,110.55,217.08,166.83,229.14,2.11,190.95,,
Delhi,03/06/19,261,143.55,281.88,216.63,297.54,2.74,247.95,,
Delhi,04/06/19,169,92.95,182.52,140.27,192.66,1.77,160.55,,
Delhi,05/06/19,192,105.6,207.36,159.36,218.88,2.02,182.4,,
Delhi,06/06/19,206,113.3,222.48,170.98,234.84,2.16,195.7,,
Delhi,07/06/19,173,95.15,186.84,143.59,197.22,1.82,164.35,,
Delhi,08/06/19,181,99.55,195.48,150.23,206.34,1.9,171.95,,
Delhi,09/06/19,239,131.45,258.12,198.37,272.46,2.51,227.05,,
Delhi,10/06/19,207,113.85,223.56,171.81,235.98,2.17,196.65,,
Delhi,11/06/19,307,168.85,331.56,254.81,349.98,3.22,291.65,,
Delhi,12/06/19,233,128.15,251.64,193.39,265.62,2.45,221.35,,
Delhi,13/06/19,175,96.25,189,145.25,199.5,1.84,166.25,,
Delhi,14/06/19,171,94.05,184.68,141.93,194.94,1.8,162.45,,
Delhi,15/06/19,224,123.2,241.92,185.92,255.36,2.35,212.8,,
Delhi,16/06/19,178,97.9,192.24,147.74,202.92,1.87,169.1,,
Delhi,17/06/19,123,67.65,132.84,102.09,140.22,1.29,116.85,,
Delhi,18/06/19,97,53.35,104.76,80.51,110.58,1.02,92.15,,
Delhi,19/06/19,199,109.45,214.92,165.17,226.86,2.09,189.05,,
Delhi,20/06/19,141,77.55,152.28,117.03,160.74,1.48,133.95,,
Delhi,21/06/19,177,97.35,191.16,146.91,201.78,1.86,168.15,,
Delhi,22/06/19,189,103.95,204.12,156.87,215.46,1.98,179.55,,
Delhi,23/06/19,148,81.4,159.84,122.84,168.72,1.55,140.6,,
Delhi,24/06/19,109,59.95,117.72,90.47,124.26,1.14,103.55,,
Delhi,25/06/19,133,73.15,143.64,110.39,151.62,1.4,126.35,,
Delhi,26/06/19,162,89.1,174.96,134.46,184.68,1.7,153.9,,
Delhi,27/06/19,184,101.2,198.72,152.72,209.76,1.93,174.8,,
Delhi,28/06/19,191,105.05,206.28,158.53,217.74,2.01,181.45,,
Delhi,29/06/19,231,127.05,249.48,191.73,263.34,2.43,219.45,,
Delhi,30/06/19,237,130.35,255.96,196.71,270.18,2.49,225.15,,
Delhi,01/07/19,183,100.65,197.64,151.89,208.62,1.92,173.85,,
Delhi,02/07/19,218,119.9,235.44,180.94,248.52,2.29,207.1,,
Delhi,03/07/19,136,74.8,146.88,112.88,155.04,1.43,129.2,,
Delhi,04/07/19,103,56.65,111.24,85.49,117.42,1.08,97.85,,
Delhi,05/07/19,106,58.3,114.48,87.98,120.84,1.11,100.7,,
Delhi,06/07/19,88,48.4,95.04,73.04,100.32,0.92,83.6,,
Delhi,07/07/19,91,50.05,98.28,75.53,103.74,0.96,86.45,,
Delhi,08/07/19,127,69.85,137.16,105.41,144.78,1.33,120.65,,
Delhi,09/07/19,126,69.3,136.08,104.58,143.64,1.32,119.7,,
Delhi,10/07/19,148,81.4,159.84,122.84,168.72,1.55,140.6,,
Delhi,11/07/19,317,174.35,342.36,263.11,361.38,3.33,301.15,,
Delhi,12/07/19,272,149.6,293.76,225.76,310.08,2.86,258.4,,
Delhi,13/07/19,275,151.25,297,228.25,313.5,2.89,261.25,,
Delhi,14/07/19,235,129.25,253.8,195.05,267.9,2.47,223.25,,
Delhi,15/07/19,168,92.4,181.44,139.44,191.52,1.76,159.6,,
Delhi,16/07/19,93,51.15,100.44,77.19,106.02,0.98,88.35,,
Delhi,17/07/19,73,40.15,78.84,60.59,83.22,0.77,69.35,,
Delhi,18/07/19,85,46.75,91.8,70.55,96.9,0.89,80.75,,
Delhi,19/07/19,145,79.75,156.6,120.35,165.3,1.52,137.75,,
Delhi,20/07/19,124,68.2,133.92,102.92,141.36,1.3,117.8,,
Delhi,21/07/19,108,59.4,116.64,89.64,123.12,1.13,102.6,,
Delhi,22/07/19,112,61.6,120.96,92.96,127.68,1.18,106.4,,
Delhi,23/07/19,148,81.4,159.84,122.84,168.72,1.55,140.6,,
Delhi,24/07/19,164,90.2,177.12,136.12,186.96,1.72,155.8,,
Delhi,25/07/19,78,42.9,84.24,64.74,88.92,0.82,74.1,,
Delhi,26/07/19,81,44.55,87.48,67.23,92.34,0.85,76.95,,
Delhi,27/07/19,61,33.55,65.88,50.63,69.54,0.64,57.95,,
Delhi,28/07/19,64,35.2,69.12,53.12,72.96,0.67,60.8,,
Delhi,29/07/19,65,35.75,70.2,53.95,74.1,0.68,61.75,,
Delhi,30/07/19,80,44,86.4,66.4,91.2,0.84,76,,
Delhi,31/07/19,80,44,86.4,66.4,91.2,0.84,76,,
Delhi,01/08/19,89,48.95,96.12,73.87,101.46,0.93,84.55,,
Delhi,02/08/19,84,46.2,90.72,69.72,95.76,0.88,79.8,,
Delhi,03/08/19,89,48.95,96.12,73.87,101.46,0.93,84.55,,
Delhi,04/08/19,87,47.85,93.96,72.21,99.18,0.91,82.65,,
Delhi,05/08/19,105,57.75,113.4,87.15,119.7,1.1,99.75,,
Delhi,06/08/19,76,41.8,82.08,63.08,86.64,0.8,72.2,,
Delhi,07/08/19,75,41.25,81,62.25,85.5,0.79,71.25,,
Delhi,08/08/19,79,43.45,85.32,65.57,90.06,0.83,75.05,,
Delhi,09/08/19,75,41.25,81,62.25,85.5,0.79,71.25,,
Delhi,10/08/19,59,32.45,63.72,48.97,67.26,0.62,56.05,,
Delhi,11/08/19,68,37.4,73.44,56.44,77.52,0.71,64.6,,
Delhi,12/08/19,57,31.35,61.56,47.31,64.98,0.6,54.15,,
Delhi,13/08/19,69,37.95,74.52,57.27,78.66,0.72,65.55,,
Delhi,14/08/19,63,34.65,68.04,52.29,71.82,0.66,59.85,,
Delhi,15/08/19,75,41.25,81,62.25,85.5,0.79,71.25,,
Delhi,16/08/19,53,29.15,57.24,43.99,60.42,0.56,50.35,,
Delhi,17/08/19,49,26.95,52.92,40.67,55.86,0.51,46.55,,
Delhi,18/08/19,49,26.95,52.92,40.67,55.86,0.51,46.55,,
Delhi,19/08/19,81,44.55,87.48,67.23,92.34,0.85,76.95,,
Delhi,20/08/19,97,53.35,104.76,80.51,110.58,1.02,92.15,,
Delhi,21/08/19,109,59.95,117.72,90.47,124.26,1.14,103.55,,
Delhi,22/08/19,123,67.65,132.84,102.09,140.22,1.29,116.85,,
Delhi,23/08/19,129,70.95,139.32,107.07,147.06,1.35,122.55,,
Delhi,24/08/19,147,80.85,158.76,122.01,167.58,1.54,139.65,,
Delhi,25/08/19,91,50.05,98.28,75.53,103.74,0.96,86.45,,
Delhi,26/08/19,66,36.3,71.28,54.78,75.24,0.69,62.7,,
Delhi,27/08/19,117,64.35,126.36,97.11,133.38,1.23,111.15,,
Delhi,28/08/19,105,57.75,113.4,87.15,119.7,1.1,99.75,,
Delhi,29/08/19,91,50.05,98.28,75.53,103.74,0.96,86.45,,
Delhi,30/08/19,101,55.55,109.08,83.83,115.14,1.06,95.95,,
Delhi,31/08/19,114,62.7,123.12,94.62,129.96,1.2,108.3,,
Delhi,01/09/19,108,59.4,116.64,89.64,123.12,1.13,102.6,,
Delhi,02/09/19,96,52.8,103.68,79.68,109.44,1.01,91.2,,
Delhi,03/09/19,141,77.55,152.28,117.03,160.74,1.48,133.95,,
Delhi,04/09/19,173,95.15,186.84,143.59,197.22,1.82,164.35,,
Delhi,05/09/19,95,52.25,102.6,78.85,108.3,1,90.25,,
Delhi,06/09/19,90,49.5,97.2,74.7,102.6,0.95,85.5,,
Delhi,07/09/19,82,45.1,88.56,68.06,93.48,0.86,77.9,,
Delhi,08/09/19,77,42.35,83.16,63.91,87.78,0.81,73.15,,
Delhi,09/09/19,108,59.4,116.64,89.64,123.12,1.13,102.6,,
Delhi,10/09/19,137,75.35,147.96,113.71,156.18,1.44,130.15,,
Delhi,11/09/19,168,92.4,181.44,139.44,191.52,1.76,159.6,,
Delhi,12/09/19,151,83.05,163.08,125.33,172.14,1.59,143.45,,
Delhi,13/09/19,86,47.3,92.88,71.38,98.04,0.9,81.7,,
Delhi,14/09/19,72,39.6,77.76,59.76,82.08,0.76,68.4,,
Delhi,15/09/19,72,39.6,77.76,59.76,82.08,0.76,68.4,,
Delhi,16/09/19,105,57.75,113.4,87.15,119.7,1.1,99.75,,
Delhi,17/09/19,135,74.25,145.8,112.05,153.9,1.42,128.25,,
Delhi,18/09/19,110,60.5,118.8,91.3,125.4,1.16,104.5,,
Delhi,19/09/19,66,36.3,71.28,54.78,75.24,0.69,62.7,,
Delhi,20/09/19,90,49.5,97.2,74.7,102.6,0.95,85.5,,
Delhi,21/09/19,114,62.7,123.12,94.62,129.96,1.2,108.3,,
Delhi,22/09/19,67,36.85,72.36,55.61,76.38,0.7,63.65,,
Delhi,23/09/19,83,45.65,89.64,68.89,94.62,0.87,78.85,,
Delhi,24/09/19,94,51.7,101.52,78.02,107.16,0.99,89.3,,
Delhi,25/09/19,90,49.5,97.2,74.7,102.6,0.95,85.5,,
Delhi,26/09/19,74,40.7,79.92,61.42,84.36,0.78,70.3,,
Delhi,27/09/19,63,34.65,68.04,52.29,71.82,0.66,59.85,,
Delhi,28/09/19,67,36.85,72.36,55.61,76.38,0.7,63.65,,
Delhi,29/09/19,60,33,64.8,49.8,68.4,0.63,57,,
Delhi,30/09/19,68,37.4,73.44,56.44,77.52,0.71,64.6,,
Delhi,01/10/19,93,51.15,100.44,77.19,106.02,0.98,88.35,,
Delhi,02/10/19,90,49.5,97.2,74.7,102.6,0.95,85.5,,
Delhi,03/10/19,136,74.8,146.88,112.88,155.04,1.43,129.2,,
Delhi,04/10/19,100,55,108,83,114,1.05,95,,
Delhi,05/10/19,98,53.9,105.84,81.34,111.72,1.03,93.1,,
Delhi,06/10/19,127,69.85,137.16,105.41,144.78,1.33,120.65,,
Delhi,07/10/19,130,71.5,140.4,107.9,148.2,1.37,123.5,,
Delhi,08/10/19,112,61.6,120.96,92.96,127.68,1.18,106.4,,
Delhi,09/10/19,173,95.15,186.84,143.59,197.22,1.82,164.35,,
Delhi,10/10/19,211,116.05,227.88,175.13,240.54,2.22,200.45,,
Delhi,11/10/19,216,118.8,233.28,179.28,246.24,2.27,205.2,,
Delhi,12/10/19,222,122.1,239.76,184.26,253.08,2.33,210.9,,
Delhi,13/10/19,270,148.5,291.6,224.1,307.8,2.84,256.5,,
Delhi,14/10/19,252,138.6,272.16,209.16,287.28,2.65,239.4,,
Delhi,15/10/19,270,148.5,291.6,224.1,307.8,2.84,256.5,,
Delhi,16/10/19,304,167.2,328.32,252.32,346.56,3.19,288.8,,
Delhi,17/10/19,284,156.2,306.72,235.72,323.76,2.98,269.8,,
Delhi,18/10/19,248,136.4,267.84,205.84,282.72,2.6,235.6,,
Delhi,19/10/19,161,88.55,173.88,133.63,183.54,1.69,152.95,,
Delhi,20/10/19,238,130.9,257.04,197.54,271.32,2.5,226.1,,
Delhi,21/10/19,249,136.95,268.92,206.67,283.86,2.61,236.55,,
Delhi,22/10/19,207,113.85,223.56,171.81,235.98,2.17,196.65,,
Delhi,23/10/19,242,133.1,261.36,200.86,275.88,2.54,229.9,,
Delhi,24/10/19,311,171.05,335.88,258.13,354.54,3.27,295.45,,
Delhi,25/10/19,284,156.2,306.72,235.72,323.76,2.98,269.8,,
Delhi,26/10/19,287,157.85,309.96,238.21,327.18,3.01,272.65,,
Delhi,27/10/19,337,185.35,363.96,279.71,384.18,3.54,320.15,,
Delhi,28/10/19,368,202.4,397.44,305.44,419.52,3.86,349.6,,
Delhi,29/10/19,400,220,432,332,456,4.2,380,,
Delhi,30/10/19,419,230.45,452.52,347.77,477.66,4.4,398.05,,
Delhi,31/10/19,410,225.5,442.8,340.3,467.4,4.31,389.5,,
Delhi,01/11/19,484,266.2,522.72,401.72,551.76,5.08,459.8,,
Delhi,02/11/19,399,219.45,430.92,331.17,454.86,4.19,379.05,,
Delhi,03/11/19,494,271.7,533.52,410.02,563.16,5.19,469.3,,
Delhi,04/11/19,407,223.85,439.56,337.81,463.98,4.27,386.65,,
Delhi,05/11/19,324,178.2,349.92,268.92,369.36,3.4,307.8,,
Delhi,06/11/19,214,117.7,231.12,177.62,243.96,2.25,203.3,,
Delhi,07/11/19,309,169.95,333.72,256.47,352.26,3.24,293.55,,
Delhi,08/11/19,330,181.5,356.4,273.9,376.2,3.47,313.5,,
Delhi,09/11/19,283,155.65,305.64,234.89,322.62,2.97,268.85,,
Delhi,10/11/19,321,176.55,346.68,266.43,365.94,3.37,304.95,,
Delhi,11/11/19,360,198,388.8,298.8,410.4,3.78,342,,
Delhi,12/11/19,425,233.75,459,352.75,484.5,4.46,403.75,,
Delhi,13/11/19,456,250.8,492.48,378.48,519.84,4.79,433.2,,
Delhi,14/11/19,463,254.65,500.04,384.29,527.82,4.86,439.85,,
Delhi,15/11/19,458,251.9,494.64,380.14,522.12,4.81,435.1,,
Delhi,16/11/19,357,196.35,385.56,296.31,406.98,3.75,339.15,,
Delhi,17/11/19,215,118.25,232.2,178.45,245.1,2.26,204.25,,
Delhi,18/11/19,214,117.7,231.12,177.62,243.96,2.25,203.3,,
Delhi,19/11/19,242,133.1,261.36,200.86,275.88,2.54,229.9,,
Delhi,20/11/19,301,165.55,325.08,249.83,343.14,3.16,285.95,,
Delhi,21/11/19,366,201.3,395.28,303.78,417.24,3.84,347.7,,
Delhi,22/11/19,360,198,388.8,298.8,410.4,3.78,342,,
Delhi,23/11/19,312,171.6,336.96,258.96,355.68,3.28,296.4,,
Delhi,24/11/19,234,128.7,252.72,194.22,266.76,2.46,222.3,,
Delhi,25/11/19,252,138.6,272.16,209.16,287.28,2.65,239.4,,
Delhi,26/11/19,270,148.5,291.6,224.1,307.8,2.84,256.5,,
Delhi,27/11/19,134,73.7,144.72,111.22,152.76,1.41,127.3,,
Delhi,28/11/19,106,58.3,114.48,87.98,120.84,1.11,100.7,,
Delhi,29/11/19,84,46.2,90.72,69.72,95.76,0.88,79.8,,
Delhi,30/11/19,193,106.15,208.44,160.19,220.02,2.03,183.35,,
Delhi,01/12/19,250,137.5,270,207.5,285,2.63,237.5,,
Delhi,02/12/19,279,153.45,301.32,231.57,318.06,2.93,265.05,,
Delhi,03/12/19,282,155.1,304.56,234.06,321.48,2.96,267.9,,
Delhi,04/12/19,296,162.8,319.68,245.68,337.44,3.11,281.2,,
Delhi,05/12/19,382,210.1,412.56,317.06,435.48,4.01,362.9,,
Delhi,06/12/19,404,222.2,436.32,335.32,460.56,4.24,383.8,,
Delhi,07/12/19,371,204.05,400.68,307.93,422.94,3.9,352.45,,
Delhi,08/12/19,391,215.05,422.28,324.53,445.74,4.11,371.45,,
Delhi,09/12/19,343,188.65,370.44,284.69,391.02,3.6,325.85,,
Delhi,10/12/19,369,202.95,398.52,306.27,420.66,3.87,350.55,,
Delhi,11/12/19,408,224.4,440.64,338.64,465.12,4.28,387.6,,
Delhi,12/12/19,430,236.5,464.4,356.9,490.2,4.52,408.5,,
Delhi,13/12/19,240,132,259.2,199.2,273.6,2.52,228,,
Delhi,14/12/19,163,89.65,176.04,135.29,185.82,1.71,154.85,,
Delhi,15/12/19,213,117.15,230.04,176.79,242.82,2.24,202.35,,
Delhi,16/12/19,186,102.3,200.88,154.38,212.04,1.95,176.7,,
Delhi,17/12/19,168,92.4,181.44,139.44,191.52,1.76,159.6,,
Delhi,18/12/19,292,160.6,315.36,242.36,332.88,3.07,277.4,,
Delhi,19/12/19,362,199.1,390.96,300.46,412.68,3.8,343.9,,
Delhi,20/12/19,432,237.6,466.56,358.56,492.48,4.54,410.4,,
Delhi,21/12/19,418,229.9,451.44,346.94,476.52,4.39,397.1,,
